,movie_id,title,cast,director,editor,production_design,art_direction,costume_design,original_music_composer,director_of_photography
2666,12405,Slumdog Millionaire,"Dev Patel,Freida Pinto,Anil Kapoor,Mia Drake Inderbitzin,Saurabh Shukla,Rajendranath Zutshi,Irrfan Khan,Jeneva Talwar,Ayush Mahesh Khedekar,Mahesh Manjrekar,Sanchita Choudhary,Azharuddin Mohammed Ismail,Tanvi Ganesh Lonkar,Anand Tiwari,Tanay Chheda",Danny Boyle,Chris Dickens,Mark Digby,Abhishek Redkar,Suttirat Anne Larlarb,A. R. Rahman,Anthony Dod Mantle
2667,10998,Fatal Attraction,"Michael Douglas,Glenn Close,Anne Archer,Ellen Hamilton Latzen,Jane Krakowski,Fred Gwynne,Stuart Pankin,Ellen Foley,Lois Smith,Meg Mundy,Mike Nussbaum,JJ Johnston,Sam Coppola,Anna Levine",Adrian Lyne,Michael Kahn,Unknown,Unknown,Unknown,Maurice Jarre,Howard Atherton
2668,114,Pretty Woman,"Julia Roberts,Richard Gere,Ralph Bellamy,Jason Alexander,Héctor Elizondo,Larry Miller,Laura San Giacomo,Alex HydeWhite,Elinor Donahue,Amy Yasbeck,Judith Baldwin,Hank Azaria,John David Carson,Michael French,Allan Kent,Stacy Keach, Sr,Scott Marshall",Garry Marshall,Raja Gosnell,Albert Brenner,Unknown,Unknown,James Newton Howard,Charles Minsky
2669,9396,Crocodile Dundee II,"Paul Hogan,Linda Kozlowski,John Meillon,Ernie Dingo,Charles S Dutton,Luis Guzmán,Stephen Root,Dennis Boutsikaris,Tatyana Ali,Colin Quinn",John Cornell,David Stiven,Unknown,Unknown,Unknown,Peter Best,Russell Boyd
2670,319910,Broken Horses,"María Valverde,Vincent DOnofrio,Thomas Jane,Anton Yelchin,Sean Patrick Flanery,Chris Marquette,Wes Chatham,Sadie Alexandru,Jeremy Luke,Greg Serano,Johnathon Schaech,Henry Shotwell,Nicholas Neve,Jordi Caballero,Shelly Dhar,David Lautman,AJ Meijer,Nino Nava,Juan Riedinger,Eric Sharp,Stewart Skelton,Ray Julian Torres,Tom Virtue,Lenny Von Dohlen",Vidhu Vinod Chopra,Unknown,Unknown,Unknown,Unknown,Unknown,Tom Stern
2671,2604,Born on the Fourth of July,"Tom Cruise,Raymond J Barry,Caroline Kava,Holly Marie Combs,Kyra Sedgwick,Tom Berenger,Rob Camilletti,Stephen Baldwin,Mark Moses,Vivica A Fox,Lili Taylor,Jerry Levine,Frank Whaley,Willem Dafoe,Josh Evans,Bob Gunton,Cordelia González,Tony Frank,Jayne Haynes,Anne Bobby,Richard Panebianco,Tom Sizemore,Michael Wincott,Mike Starr,Ed Lauter,Daniel Baldwin,Brian Tarantina,Dale Dye,Norma Moore,Stacey Moseley,Oliver Stone,Sean Stone,Jenna von Oy,Ellen Pasternack,Joy Zapata,John Getz,David Warshofsky,Jason Gedrick,Bill Allen,William Baldwin,Claude Brooks,James Le Gros,William Mapother,Byron Minns,Markus Flanagan,R D Call,Corkey Ford,Rocky Carroll,Chris Pedersen,David Herman,Bruce MacVittie,Damien Leake,David Neidorf,Paul Sanchez,Billie Neal,Richard Poe,Jake Weber,Reg E Cathey,Edie Brickell,Joseph P Reidy,Beau Starr,Rick Masters,John Del Regno,Melinda Renna,Andrew Lauer,Ivan Kane,JR Nutt,Begonya Plaza,Edith Diaz,Anthony Pena,Peter Crombie,Ken Osborne,Alan Toy,Chuck Pfeiffer,William Wallace,EagleEye Cherry,Frank Cavestani,John William Galt,Jack McGee,Jodi Long,Michelle Hurst,John C McGinley,Wayne Knight,Elizabeth Hoffman,Lucinda Jenney,Annie McEnroe,Réal Andrews,Theresa Bell,Dean Denton,Ron Kovic,Delia Sheppard,Nick Nicholson,Henry Strzalkowski,Norman D Wilson,Frank Girardeau",Oliver Stone,Joe Hutshing,Bruno Rubeo,Victor Kempster,Judy L. Ruskin,John Williams,Robert Richardson
2672,864,Cool Runnings,"Leon Robinson,Doug E Doug,Rawle D Lewis,Malik Yoba,John Candy,Raymond J Barry,Peter Outerbridge,Paul Coeur,Larry Gilman,Kristoffer Cooper,Charles Hyatt,Winston Stona,Bertina Macauley,Pauline Stone Myrie,Bill Dow",Jon Turteltaub,Bruce Green,Stephen Marsh,Unknown,Unknown,Hans Zimmer,Phedon Papamichael
2673,14435,My Bloody Valentine,"Jensen Ackles,Jaime King,Kerr Smith,Betsy Rue,Edi Gathegi,Tom Atkins,Kevin Tighe,Megan Boone,Karen Baum,Joy de la Paz,Marc Macaulay,Todd Farmer,Jeff Hochendoner,Bingo OMalley,Liam Rhodes,Richard John Walters",Patrick Lussier,Patrick Lussier,Zack Grobler,Unknown,Leeann Radeka,Michael Wandmacher,Brian Pearson
2674,1931,Stomp the Yard,"Columbus Short,Meagan Good,NeYo,Darrin Henson,Jermaine Williams,Chris Brown,Laz Alonso,Brian J White,Valarie Pettiford,Allan Louis,Harry Lennix,Tony Vaughn",Sylvain White,David Checel,Jonathan A. Carlson,Unknown,Keith G. Lewis,Tim Boland,Scott Kevan
2675,691,The Spy Who Loved Me,"Roger Moore,Barbara Bach,Curd Jürgens,Richard Kiel,Caroline Munro,Walter Gotell,Geoffrey Keen,Bernard Lee,George Baker,Michael Billington,Desmond Llewelyn,Vernon Dobtcheff,Lois Maxwell,Sydney Tafler,Olga Bisera,Edward de Souza,Valerie Leon,Nadim Sawalha,Sue Vanner,Eva RueberStaier,Kevin McNally,Sean Bury,Milton Reid,Cyril Shaps,Milo Sperber,Albert Moses,Shane Rimmer,Bryan Marshall,George Roubicek",Lewis Gilbert,John Glen,Ken Adam,Peter Lamont,Unknown,Marvin Hamlisch,Claude Renoir
2676,9877,Urban Legend,"Alicia Witt,Jared Leto,Rebecca Gayheart,Michael Rosenbaum,Loretta Devine,Tara Reid,John Neville,Joshua Jackson,Julian Richings,Robert Englund,Danielle Harris,Natasha Gregson Wagner,Gord Martineau,Vince Corazza,Stephanie Mills,Danny Comden,Nancy McAlear,Kay Hawtrey,Angela Vint,JC Kenny,Balázs Koós,Shawn Mathieson,Clé Bennett,Danielle Brett,Roberta Angelica,Matt Birman",Jamie Blanks,Jay Cassidy,Charles William Breen,Benno Tutter,Mary Claire Hannan,Christopher Young,James Chressanthis
2677,62008,Good Deeds,"Tyler Perry,Phylicia Rashād,Thandie Newton,Brian J White,Gabrielle Union,Eddie Cibrian,Rebecca Romijn,Ylian Alfaro Snyder,Jordenn Thompson,Ashley LeConte Campbell",Tyler Perry,Maysie Hoy,Ina Mayhew,Gentry L. Akens II,Johnetta Boone,Aaron Zigman,Alexander Gruszynski
2678,12227,White Fang,"Klaus Maria Brandauer,Ethan Hawke,Seymour Cassel,Susan Hogan,James Remar,Bill Moseley,Clint Youngreen,Pius Savage,Aaron Hotch,Charles Jimmie Sr,Dick Mackey,Suzanne Kent",Randal Kleiser,Lisa Day,Michael S. Bolton,Sandy Cochrane,Unknown,Basil Poledouris,Tony Pierce-Roberts
2679,13824,Superstar,"Molly Shannon,Will Ferrell,Elaine Hendrix,Harland Williams,Tom Green,Glynis Johns,Mark McKinney,Jason Blicker,Gerry Bamman,Emmy Laybourne,Jennifer Irwin,Rob Stefaniuk,Natalie Radford,Karyn Dwyer,Chuck Campbell,Jack Newman,Donna Hanover,Dan Redican,Joan Massiah,Jean Howell,Mallory Margel,Aidan Kelly,Jane Moffat,Tracy Wright,Robert Clark,Boyd Banks,Joanna Bennett,Spencer Humm,Fraser McGregor,Jonathan Gabriel Robbins,Jason Sehorn",Bruce McCulloch,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2680,71688,The Iron Lady,"Meryl Streep,Anthony Stewart Head,Harry Lloyd,Jim Broadbent,Susan Brown,Alice da Cunha,Phoebe WallerBridge,Iain Glen,Alexandra Roach,Victoria Bewick,Olivia Colman,Eloise Webb,Sylvestra Le Touzel,Michael Culkin,Michael Cochrane,Nicholas Farrell,John Sessions,David Westhead,Julian Wadham,Richard E Grant,Roger Allam,Stephen Boxer,Simon Chandler,Michael Pennington,Andrew Havill,Matthew Marsh,Nicholas Jones,David Rintoul,Pip Torrens,Michael Maloney,Robert Portal",Phyllida Lloyd,Justine Wright,Simon Elliott,Unknown,Consolata Boyle,Thomas Newman,Elliot Davis
2681,15173,Jonah A VeggieTales Movie,"Phil Vischer,Mike Nawrocki,Tim Hodge,Lisa Vischer,Daniel Anderson,Kristin Blegen,Shelby Vischer,Jim Poole,Ron Smith,Sarah Catherine Brooks,Paige Craig,Adam Frick,Chris Geiger,Michael Harrison,Amy Howard",Phil Vischer,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2682,8291,Poetic Justice,"Janet Jackson,Tupac Amaru Shakur,Regina King,Joe Torry,Tyra Ferrell,Roger Guenveur Smith,Billy Zane,Khandi Alexander,Maya Angelou,Lori Petty,Ché J Avery,Lloyd Avery II,Kimberly Brooks,Rico Bueno,Maia Campbell,Michael Colyar,Kina Cosper,John Cothran, Jr,Dina D,James Deeth,Norma Donaldson,Kelly Joe Dugan,Suliamen El Hadi,Omar Ben Hassan,Jalal Nuriddin,Daoud Spencer,Rene Elizondo,Keenen Ivory Wayans",John Singleton,Bruce Cannon,Unknown,Unknown,Unknown,Stanley Clarke,Peter Lyons Collister
2683,13950,All About the Benjamins,"Ice Cube,Mike Epps,Tommy Flanagan,Carmen Chaplin,Eva Mendes,Roger Guenveur Smith,Oscar Isaac",Kevin Bray,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2684,12158,Vampire in Brooklyn,"Eddie Murphy,Angela Bassett,Allen Payne,Kadeem Hardison,John Witherspoon,Zakes Mokae,Joanna Cassidy,W Earl Brown,Simbi Khali",Wes Craven,Patrick Lussier,Unknown,Unknown,Unknown,Unknown,Mark Irwin
2685,11586,Exorcist II The Heretic,"Linda Blair,Richard Burton,Louise Fletcher,Max von Sydow,Kitty Winn,Paul Henreid,James Earl Jones,Ned Beatty,Belinda Beatty,Rose Portillo,Barbara Cason,Tiffany Kinney,Joey Green,Fiseha Dimetros,Ken Renard,Hank Garrett,Lorry Goldman,Bill Grant,Shane Butterworth,Joely Adams,Robert Lussier,Charles Parks,Richard Paul,George Skaff",John Boorman,Tom Priestley,Richard Macdonald,Unknown,Unknown,Ennio Morricone,William A. Fraker
2686,10008,An American Haunting,"Donald Sutherland,Sissy Spacek,James DArcy,Matthew Marsh,Gaye Brown,Vernon Dobtcheff,Thom Fell,Shauna Shim,Zoe Thorne,Sam Alexander,Miquel Brown,Madalina Stan,Vlad Cruceru,Alin Rosca,Andrei Serban,Isabelle AlmgrenDoré,Susan Almgren,Howard Rosenstein,Rachel HurdWood",Courtney Solomon,Richard Comeau,Humphrey Jaeger,Unknown,Jane Petrie,Caine Davidson,Adrian Biddle
2687,2830,My Bosss Daughter,"Ashton Kutcher,Tara Reid,Andy Richter,Jeffrey Tambor,Michael Madsen,Jon Abrahams,David Koechner,Carmen Electra,Molly Shannon,Terence Stamp,Betty Linde",David Zucker,Unknown,Andrew Laws,Unknown,Unknown,Teddy Castellucci,Martin McGrath
2688,12403,A Perfect Getaway,"Milla Jovovich,Timothy Olyphant,Steve Zahn,Chris Hemsworth,Anthony Ruivivar,Kiele Sanchez,Marley Shelton,Wendy Braun,Dale Dickey,Peter Navy Tuiasosopo,Jim Cruz,Isaac Santiago",David Twohy,Tracy Adams,Joseph C. Nemec III,Unknown,Laura Goldsmith,Unknown,Unknown
2689,34563,Our Family Wedding,"Forest Whitaker,America Ferrera,Carlos Mencia,Regina King,Lance Gross,Diana Maria Riva,Lupe Ontiveros,Anjelah N Johnson,Charlie Murphy,Shannyn Sossamon,Tonita Castro,Anna Maria Horsford,Warren Sapp,Shondrella Avery,Sterling Ardrey,Skylan Brooks,Castulo Guerra,Joseph Mencia,Vivek Shah,Shaun BLaurent,Ella Joyce,Sy Richardson,Noel Gugliemi,Caroline Aaron,Hayley Marie Norman,Gina Rodriguez,Harry Shum Jr",Rick Famuyiwa,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2690,14557,Dead Man on Campus,"Tom Everett Scott,MarkPaul Gosselaar,Poppy Montgomery,Lochlyn Munro,Randy Pearlstein,Corey Page,Alyson Hannigan,Mari Morrow,Mark Carapezza,Jeff Tarpley,Jason Segel,Linda Cardellini,Aeryk Egan,Judyann Elder,Dave Ruby",Alan Cohn,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2691,10368,Tea with Mussolini,"Cher,Judi Dench,Joan Plowright,Maggie Smith,Lily Tomlin,Baird Wallace,Charlie Lucas,Massimo Ghini,Paolo Seganti,Claudio Spadaro,Paul Chequer,Giacomo Gonnella,Allan Caister Pearce,Hermann Weiskopf,Roberto Farnesi,Chris Larkin",Franco Zeffirelli,Tariq Anwar,Unknown,Unknown,Unknown,Unknown,David Watkin
2692,10280,Thinner,"Robert John Burke,Joe Mantegna,Lucinda Jenney,Michael Constantine,Kari Wuhrer,Bethany Joy Lenz,Daniel von Bargen,Stephen King,Ed Wheeler,Walter Bobbie",Tom Holland,Marc Laub,Unknown,Unknown,Unknown,Unknown,Kees Van Oostrum
2693,12637,"New York, New York","Liza Minnelli,Robert De Niro,Lionel Stander,Barry Primus,Dick Miller,Mary Kay Place,Shera Danese,Frank Sivero,Don Calfa",Martin Scorsese,Tom Rolf,Unknown,Unknown,Unknown,Unknown,László Kovács
2694,34152,Crooklyn,"Alfre Woodard,Delroy Lindo,David Patrick Kelly,Zelda Harris,Carlton Williams,Sharif Rashed,TseMach Washington,Christopher Knowings,José Zúñiga,Isaiah Washington,Ivelka Reyes,Spike Lee,Manny Pérez,Richard Whiten,RuPaul,Keith Johnson",Spike Lee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2695,14434,I Think I Love My Wife,"Chris Rock,Kerry Washington,Gina Torres,Steve Buscemi,Edward Herrmann,Welker White,Samantha Ivers,Michael Kenneth Williams,Christina Vidal,Eliza Coupe",Chris Rock,Wendy Greene Bricmont,Sharon Lomofsky,Unknown,Suzanne McCabe,Marcus Miller,William Rexer
2696,11470,Jason X,"Kane Hodder,Lexa Doig,Chuck Campbell,Lisa Ryder,David Cronenberg,Markus Parilo,Jonathan Potts,Dov Tiefenbach,Melyssa Ade,Todd Farmer,Kristi Angus",James Isaac,David Handman,Unknown,Unknown,Maxyne Baker,Harry Manfredini,Derick V. Underschultz
2697,10741,Bobby,"Anthony Hopkins,Heather Graham,Ashton Kutcher,Mary Elizabeth Winstead,Helen Hunt,Shia LaBeouf,Harry Belafonte,Joy Bryant,Nick Cannon,Emilio Estevez,Laurence Fishburne,Lindsay Lohan,William H Macy,Demi Moore,Martin Sheen,Christian Slater,Sharon Stone,Elijah Wood,Joshua Jackson",Emilio Estevez,Richard Chew,Unknown,Unknown,Unknown,Mark Isham,Michael Barrett
2698,24940,Head Over Heels,"Monica Potter,Freddie Prinze Jr,Shalom Harlow,Ivana Miličević,Sarah Murdoch,Tomiko Fraser,China Chow,Stanley DeSantis,ErinMarie Dykeman,James Kirk,Elysa Hogg,Kristina Lewis,Ben Silverman,Sam MacMillan,Jay Brazeau,Raoul Ganeev,Brendan Beiser,Jody Thompson,Brenda Schad,Betty Linde",Mark Waters,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2699,82679,Fun Size,"Victoria Justice,Jackson Nicoll,Chelsea Handler,Josh Pence,Jane Levy,Thomas Mann,Thomas McDonell,Ana Gasteyer,Kerri KenneySilver,Zoe Aggeliki,Abby Elliott,Riki Lindhome,Johnny Knoxville",Josh Schwartz,Michael L. Sale,Mark White,Lauren Fitzsimmons,Unknown,Lyle Workman,Yaron Orbach
2700,2013,The Diving Bell and the Butterfly,"Mathieu Amalric,Emmanuelle Seigner,MarieJosée Croze,Anne Consigny,Patrick Chesnais,Niels Arestrup,Olatz López Garmendia,JeanPierre Cassel,Marina Hands,Max von Sydow,Isaach De Bankolé,Emma de Caunes,JeanPhilippe Écoffey,Gérard Watkins,Nicolas Le Riche,Théo Sampaio,Fiorella Campanella,Talina Boyaci,Anne Alvaro,Françoise Lebrun,Zinedine Soualem,Laure de ClermontTonnerre,Agathe de La Fontaine",Julian Schnabel,Juliette Welfling,Unknown,Unknown,Olivier Bériot,Paul Cantelon,Janusz Kamiński
2701,1440,Little Children,"Kate Winslet,Patrick Wilson,Jennifer Connelly,Jackie Earle Haley,Noah Emmerich,Gregg Edelman,Phyllis Somerville,Raymond J Barry,Jane Adams,Ty Simpkins,Sadie Goldstein,Helen Carey,Mary B McCann,Trini Alvarado,Marsha Dietlein,Sarah Buxton,Chadwick Brown,Adam Mucci,Chance Kelly,Walker Ryan,Erica Berg,Catherine Wolf,Chance Kelly,Hunter Reid",Todd Field,Leo Trombetta,David Gropman,John Kasarda,Melissa Economy,Thomas Newman,Antonio Calvache
2702,18041,Gossip,"Joshua Jackson,James Marsden,Kate Hudson,Lena Headey,Norman Reedus,Eric Bogosian,Edward James Olmos,Sharon Lawrence,Marisa Coughlan",Davis Guggenheim,Jay Cassidy,David Nichols,Vlasta Svoboda,Louise Mingenbach,Graeme Revell,Andrzej Bartkowiak
2703,28029,A Walk on the Moon,"Diane Lane,Viggo Mortensen,Liev Schreiber,Anna Paquin,Tovah Feldshuh,Stewart Bick,Jess Platt,Bobby Boriello,Star Jasper,Ellen David,Lisa Bronwyn Moore,Victoria Barkoff,Tamar Kozlov,Lisa Jakub,Joe Perrino,Jesse Lavendel",Tony Goldwyn,Dana Congdon,Dan Leigh,Gilles Aird,Jess Goldstein,Mason Daring,Anthony B. Richmond
2704,1123,Catch a Fire,"Tim Robbins,Derek Luke,Bonnie Henna,Mncedisi Shabangu,Tumisho Masha,Sithembiso Khumalo,Terry Pheto,Michele Burgers,Mpho Lovinga,Jessica Anstey,Charlotte Savage,Nomhlé Nkyonyeni,Susan Danford",Phillip Noyce,Jill Bilcock,Johnny Breedt,Unknown,Reza Levy,Philip Miller,Ron Fortunato
2705,14033,Soul Survivors,"Eliza Dushku,Melissa Sagemiller,Wes Bentley,Casey Affleck,Angela Featherstone,Luke Wilson,Allen Hamilton,Ken Moreno,Carl Paoli,Barbara E Robertson,Richard Pickren,Candace Kroslak,Ryan Kitley,Rick Snyder,TJ Jagodowski,Christine Dunford,Scott Benjaminson,Amy Farrington,Danny Goldberg",Stephen Carpenter,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2706,87729,Jefferson in Paris,"Nick Nolte,Greta Scacchi,Thandie Newton,Gwyneth Paltrow,JeanPierre Aumont,Simon Callow,Seth Gilliam,James Earl Jones,Michael Lonsdale,Nancy Marchand,Charlotte de Turckheim,Lambert Wilson,Vincent Cassel,Steve Kalfa",James Ivory,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2707,16899,Easy Virtue,"Jessica Biel,Ben Barnes,Kristin Scott Thomas,Colin Firth,Kimberley Nixon,Katherine Parkinson,Kris Marshall,Jim McManus,Michael Archer,Charlotte Riley,Pip Torrens,Christian Brassington,Jeremy Hooton,Joanna Bacon",Stephan Elliott,Sue Blainey,Unknown,Unknown,Unknown,Unknown,Martin Kenzie
2708,41317,Caravans,"Anthony Quinn,Jennifer ONeill,Michael Sarrazin,Christopher Lee,Joseph Cotten,Barry Sullivan,Behrouz Vossoughi,Jeremy Kemp,Duncan Quinn",James Fargo,Richard Marden,Unknown,Ted Tester,Renié,Mike Batt,Douglas Slocombe
2709,245700,Mr Turner,"Timothy Spall,Dorothy Atkinson,Marion Bailey,Paul Jesson,Lesley Manville,Martin Savage,Ruth Sheen,David Horovitch,Karl Johnson,Peter Wight,Joshua McGuire,Stuart McQuarrie,Sylvestra Le Touzel,Leo Bill,Kate OFlynn,Sinead Matthews,Karina Fernandez,Richard Bremmer,Mark Stanley,Jamie Thomas King,Tom Wlaschiha,Patrick Godfrey,Niall Buggy,Fred Pearson,Tom Edden,Clive Francis,Robert Portal,James Fleet,Nicholas Jones,Roger AshtonGriffiths,Simon Chandler,Edward de Souza,Oliver Maltman,Sam Kelly,Sandy Foster,Amy Dawson,Alice Bailey Johnson,Alice OrrEwing,Veronica Roberts,Richard Dixon,Michael Keane,James Norton,David Ryall,Nicola Sloane,Eleanor Yates,Fenella Woolgar,Richard Cordery,James Dryden,Marcello Magni,Mark Wingett,Ruby Bentall,Lee Ingleby,Pearl Chanda,Ned Derrington,Phil Elstob,Peter Hannah,Francesca Zoutewelle,Billy Holland,Michael Culkin,Vincent Franklin,Nicholas Woodeson,Elizabeth Berrington,Eileen Davies,Bob Goody,Terrence Hardiman,Theresa Watson,Judi Scott,Angela Curran,Amanda Lawrence,Judith Amsenga,Helen Cooper,Stuart Matthews",Mike Leigh,Jon Gregory,Suzie Davies,Dan Taylor,Jacqueline Durran,Gary Yershon,Unknown
2710,37842,Wild Grass,"André Dussollier,Sabine Azéma,Emmanuelle Devos,Mathieu Amalric,Anne Consigny,Michel Vuillermoz,Annie Cordy,Nicolas Duvauchelle,Roger Pierre,Paul Crauchet,JeanMichel Ribes,Sara Forestier,Patrick Mimoun",Alain Resnais,Hervé de Luze,Jacques Saulnier,Unknown,Unknown,Unknown,Eric Gautier
2711,9045,Amen,"Ulrich Tukur,Mathieu Kassovitz,Ulrich Mühe,Michel Duchaussoy,Marcel Iureș,Ion Caramitru,Friedrich von Thun,Antje Schmidt,Günther Maria Halmer,Hanns Zischler,Sebastian Koch,Monica Bleibtreu,Justus von Dohnányi,Pierre Franckh,August Zirner,Susanne Lothar,Michael Mendl,Nina Proll,Hinnerk Schönemann",Costa-Gavras,Yannick Kergoat,Ari Hantke,Emita Frigato,Edith Vesperini,Armand Amar,Patrick Blossier
2712,44092,Reign of Assassins,"Michelle Yeoh,Jung Woosung,Wang Xueqi,Barbie Hsu,Shawn Yue,Kelly Lin,Guo Xiaodong,Jiang Yiyan,Leon Dai,Paw HeeChing,Chin ShihChieh,Li ZongHan,You Benchang,Matt Wu ZhongTian,Angeles Woo,Hu Xiaoguang,Han Zhi",John Woo,Ka-Fai Cheung,Yang Baigui,Unknown,Emi Wada,Peter Kam,Wing-hang Wong
2713,16005,The Lucky Ones,"Tim Robbins,Rachel McAdams,Michael Peña,Kerry Bishé,Molly Hagan,Mark L Young,Howard Platt,Arden Myrin,Coburn Goss,John Heard,Jennifer Joan Taylor,Katherine LaNasa",Neil Burger,Naomi Geraghty,Leslie A. Pope,Unknown,Jenny Gering,Rolfe Kent,Declan Quinn
2714,44754,Margaret,"Anna Paquin,Matt Damon,Mark Ruffalo,Matthew Broderick,Jeannie Berlin,Jean Reno,Kieran Culkin,Olivia Thirlby,John Gallagher Jr,Rosemarie DeWitt,J SmithCameron,Sarah Steele,Krysten Ritter,Allison Janney,Josh Hamilton,Kenneth Lonergan,Hina Abdullah,Enid Graham,Brittany Underwood,Kelly Wolf,Liza ColónZayas,Michael Ealy",Kenneth Lonergan,Anne McCabe,Dan Leigh,James Donahue,Melissa Toth,Nico Muhly,Ryszard Lenczewski
2715,23988,Stan Helsing,"Diora Baird,Leslie Nielsen,Steve Howey,Kenan Thompson,Tara Wilson,Ben Cotton,Holly Eglington,Ildiko Ferenczi,Desi Lydic,Elysia Rotaru,Zorianna Kit,Denyc,Kathryn Kirkpatrick,Twan Holliday,Alain Chanoine,Charles Zuckermann,Lara Babalola,Jeff Gulka,Nathan Dashwood,Grayson Szakacs,Robin Nielsen,Jon Johnson,Lee Tichon,Mikey Granger,Aaron Rota,Kelsey McIlroy,Jeremy Crittenden",Bo Zenga,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2716,43949,Flipped,"Madeline Carroll,Callan McAuliffe,Rebecca De Mornay,Anthony Edwards,John Mahoney,Penelope Ann Miller,Aidan Quinn,Kevin Weisman,Morgan Lily,Ryan Ketzner,Ashley Taylor,Israel Broussard,Cody Horn,Inga R Wilson,Michael Bolten,Shane Harper,Stefanie Scott,Patricia Lentz,Matthew Gold,Wallace Bridges",Rob Reiner,Robert Leighton,Bill Brzeski,Desma Murphy,Durinda Wood,Unknown,Thomas Del Ruth
2717,142,Brokeback Mountain,"Heath Ledger,Jake Gyllenhaal,Randy Quaid,Michelle Williams,Anne Hathaway,Larry Reese,Valerie Planche,Marty Antonini,Linda Cardellini,Anna Faris,David Harbour,Peter McRobbie,Kate Mara,Dave Trimble,Roberta Maxwell",Ang Lee,Geraldine Peroni,Judy Becker,Laura Ballinger,Marit Allen,Gustavo Santaolalla,Rodrigo Prieto
2718,9603,Clueless,"Alicia Silverstone,Stacey Dash,Brittany Murphy,Paul Rudd,Donald Faison,Elisa Donovan,Breckin Meyer,Jeremy Sisto,Dan Hedaya,Wallace Shawn,Twink Caplan,Justin Walker,Julie Brown,Nicole Bilderback",Amy Heckerling,Debra Chiate,Steven J. Jordan,Unknown,Mona May,David Kitay,Bill Pope
2719,10712,Far from Heaven,"Julianne Moore,Dennis Quaid,Dennis Haysbert,Patricia Clarkson,Viola Davis,James Rebhorn,Michael Gaston,Celia Weston,June Squibb,Chance Kelly",Todd Haynes,James Lyons,Unknown,Unknown,Sandy Powell,Elmer Bernstein,Edward Lachman
2720,243938,Hot Tub Time Machine 2,"Rob Corddry,Craig Robinson,Clark Duke,Adam Scott,Chevy Chase,Gillian Jacobs,Bianca Haase,Collette Wolfe,Kumail Nanjiani,Kellee Stewart,Josh Heald,Gretchen Koerner,Lisa Loeb,Jessica Williams,Bruce Buffer,Mariana Paola Vicente,Christian Slater,Jason Jones,Olivia Jordan,Christine Bently,Stacey Asaro,John Cusack,Adam Herschman,Kisha Sierra",Steve Pink,Jamie Gross,Ryan Berg,Jason Baldwin Stewart,Carol Cutshall,Christophe Beck,Declan Quinn
2721,10876,Quills,"Geoffrey Rush,Kate Winslet,Joaquin Phoenix,Michael Caine,Billie Whitelaw,Patrick Malahide,Amelia Warner,Jane Menelaus,Stephen Moyer,Tony Pritchard,Michael Jenn,Danny Babington,Stephen Marcus,Elizabeth Berrington,Edward TudorPole,Ron Cook,Rebecca Palmer",Philip Kaufman,Peter Boyle,Martin Childs,Steven Lawrence,Jacqueline West,Stephen Warbeck,Rogier Stoffers
2722,86838,Seven Psychopaths,"Colin Farrell,Sam Rockwell,Woody Harrelson,Christopher Walken,Tom Waits,Abbie Cornish,Olga Kurylenko,Zeljko Ivanek,Michael Pitt,Michael Stuhlbarg,Helena Mattsson,Linda Bright Clay,Harry Dean Stanton,James Landry Hébert,Christopher Gehrman,Christian Barillas,Joseph Lyle Taylor,Kevin Corrigan,Gabourey Sidibe,Long Nguyen,Christine Marzano,Frank Alvarez,Brendan Sexton III,Amanda Warren,John Bishop,Richard Wharton,Johnny Bolton,Ronnie Gene Blevins,Tai Chan Ngo,Bonny,Samantha Cutaran,Kiran Deol,Patrick OConnor",Martin McDonagh,Lisa Gunning,David Wasco,Unknown,Karen Patch,Carter Burwell,Ben Davis
2723,25208,The Cavemans Valentine,"Samuel L Jackson,Colm Feore,Ann Magnuson,Aunjanue Ellis,Tamara Tunie,Anthony Michael Hall",Kasi Lemmons,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
